,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
149,Evah5m,@evah5m,2022-01-17T16:22:31.000Z,"Evah5m
@evah5m
·
17 Jan","#JLM ils inventent des pass sanitaires et des #vaccins 1 2 3 4 5 doses.."" heureusement qu'ils inventent des #vaccins merci à eux ! dommage de terminer une belle analyse des méfaits du capitalisme et destruction nature par cette envolée populiste !! calculé ? 
1",🤔 🤔,,,1,[],https://twitter.com/evah5m/status/1483112508869287936
150,llnpàv,@llnpav,2022-01-17T02:09:12.000Z,"llnpàv
@llnpav
·
17 Jan","Replying to 
@nintendofan200
 and 
@OFF_TLMEP
Comme si y a que les #vaccins dans vie et qui plus est, des vaccins qui n'empêche pas la propagation ! Et les non vax ne servent que de boucs émissaires pour faire diversion des cafouillages! 

https://ici.radio-canada.ca/ohdio/premiere/emissions/le-15-18/segments/entrevue/386999/vaccin-pandemie-covid-solution-science…
3
10",,,3,10,"['https://pbs.twimg.com/media/FJRPkXGXIAkER2v?format=jpg&name=small', 'https://pbs.twimg.com/media/FJRPkXLXwAcojgJ?format=jpg&name=small']",https://twitter.com/llnpav/status/1482897765973868551
151,Le Glaude,@LeGlaude69,2022-01-17T19:27:45.000Z,"Le Glaude
@LeGlaude69
·
17 Jan","Replying to 
@SBurignat
 and 
@oswaldo20151
Pas de problème, les #vaccins périmés #Macron les envoie  en Afrique !
2
6",,,2,6,[],https://twitter.com/LeGlaude69/status/1483159122199646216
152,Chronique,@de_l_epoque,2022-01-17T14:35:32.000Z,"Chronique
@de_l_epoque
·
17 Jan","Selon Bill Gates les #vaccins ne sont pas viables, #Omicron pourrait rendre le #COVID19 endémique.
« 1) ils autorisent encore les infections et 2) leur durée semble être limitée. Nous avons besoin de vaccins qui empêchent la réinfection et qui ont une durée de plusieurs années »
Bill Gates
@BillGates
 · 11 Jan
Through my foundation work I'm very lucky to have the opportunity to talk to—and learn from—experts in many different fields. Many of my conversations recently have been about the omicron variant and how to prevent the next pandemic. twitter.com/devisridhar/st…
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1414439092373254147/JdS8yLGI_mini.jpg'],https://twitter.com/de_l_epoque/status/1483085585833242624
153,PATTIER Jean-Yves,@JYPENSAIT1,2022-01-17T10:54:38.000Z,"PATTIER Jean-Yves
@JYPENSAIT1
·
17 Jan","Mais, ces gens là, du conseil scientifique lisent ils et sont ils tous encore capables de comprendre les publications scientifiques ? #vaccins  #Omicron
CNEWS
@CNEWS
 · 17 Jan
Dr Martin Blachier sur les prévisions du conseil scientifique : «Ils se sont trompés», dans #HDPros",,,,,"['https://pbs.twimg.com/profile_images/1376551706289393667/FDuw3L5D_mini.jpg', 'https://pbs.twimg.com/media/FJSkKZzXoAI0F-p.jpg']",https://twitter.com/JYPENSAIT1/status/1483029991654887426
154,jyves94,@jyves94,2022-01-17T16:43:52.000Z,"jyves94
@jyves94
·
17 Jan","Replying to 
@JLMelenchon
Les gens, je vous le dît, vaccinés vous avec le #vaccin #Russe, moi le sacré j'ai pris l'américain 3 doses !
"" L'idéologie dans la crise sanitaire, c'est de l'obscurantisme et rien d'autre ! ""
#SputnikV #Covid19 #Vaccins #DirectAN #Pfizer #USA
LCP
@LCP
 · 1 Apr 2021
""L'idéologie dans la crise sanitaire, c'est de l'obscurantisme et rien d'autre !""

@JLMelenchon fustige le non-recours au vaccin russe, #SputnikV. #Covid19 #Vaccins #DirectAN
2
5",🔴 👉,2,,5,"['https://pbs.twimg.com/profile_images/1182626511058284545/a2eq9PX6_mini.jpg', 'https://pbs.twimg.com/media/Ex3-jTNWUAU8J5G.jpg']",https://twitter.com/jyves94/status/1483117881751650314
155,Robert Bertrand,@RobertQc,2022-01-17T16:07:30.000Z,"Robert Bertrand
@RobertQc
·
17 Jan","LES POLITICIENS SONT AUX SERVICES DE #OMS #GATES 
Que veulent-ils ?  Souhaitent-ils ? DES MORTS.

Les politiciens veulent l'#isolement, #vaccins des #bigpharma 
Ils reçoivent combien en ristourne ?
Les ÉLUS ne travaillent plus pour la population.
Les maîtres commandent. 
@DanbQc
Daniel Brisson #PPC #NLBFreedomNews #NLB
@DanbQc
 · 17 Jan
Réveil
""Certains États (Floride) ont adopté une loi interdisant le port du masque obligatoire ds l’espace public. Les restaurants sont ouverts, comme les spas et les gyms... Le Qc semble vivre dans l’hystérie pandémique Nos scientifiques se contredisent""
https://journaldemontreal.com/2022/01/17/que-se-passe-t-il…
2",,,,2,['https://pbs.twimg.com/profile_images/1501561419757727749/xZ_9-utz_mini.jpg'],https://twitter.com/RobertQc/status/1483108730401361928
156,Référenceur des entreprises,@Referentreprise,2022-01-17T21:08:08.000Z,"Référenceur des entreprises
@Referentreprise
·
17 Jan","Ce que je vous dis, je le dis à tous : veillez.”(Mc 13,37)
Effectivement il fallait veiller surtout de 2010  à 2020 pour ne pas tomber dans le piège de cet empoisonnement planétaire.
Ceux qui veillaient ont vu le loup pointer son nez. #evangile #vaccination #vaccins #COVID19",,,,,[],https://twitter.com/Referentreprise/status/1483184386472353800
157,Poisoncentre.be,@be_poisoncentre,2022-01-17T14:25:24.000Z,"Poisoncentre.be
@be_poisoncentre
·
17 Jan","Actualisé2022
Que dois-je faire si je développe des effets secondaires graves ? Que dois-je faire si je me sens mal après avoir été vacciné?
https://bit.ly/3qyG22L
#centreantipoisons #COVID19 #avancerensemble #information #FAQ #vaccins 
@AFMPS_BE
 @be_poisoncentre
 ",‼ ‼ 👉 ❤ 💚,,,,"['https://pbs.twimg.com/media/FJT4Fj3XMAISCiq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FJT4HBIXwAAGny5?format=jpg&name=360x360']",https://twitter.com/be_poisoncentre/status/1483083036078092291
158,PIERRETⓩ 2d°,@SaintPIERRET,2022-01-17T14:53:04.000Z,"PIERRETⓩ 2d°
@SaintPIERRET
·
17 Jan","Replying to 
@nickym1111
 @Carteman75
  and 4 others
#vaccins 
Et elle n'est pas la seule. De nombreuses femmes évoquent sur Twitter des troubles importants des règles. Mais apparemment très peu ont eu l'occasion de consulter leur gynéco ou de faire remonter ces #effetsecondaires
1
3",🕊 ✝ ✡ ⚠,,1,3,[],https://twitter.com/SaintPIERRET/status/1483089999386103809
159,ONU France et Monaco,@ONU_France,2022-01-17T13:11:51.000Z,"ONU France et Monaco
@ONU_France
·
17 Jan"," Tout savoir sur la #COVID19 chez les enfants et sur les #vaccins pour les 5 à 11 ans. Un entretien avec the 
@TheFrenchVirol
, membre de 
@teamhalo
unric.org
COVID-19, enfants et vaccins : les réponses à vos questions
Le Dr Océane Sorel, @thefrenchvirologist sur Instagram, répond à vos questions sur COVID-19, vaccins et enfants entre 5 et 11 ans.
4
5",🧒 🔍,,4,5,['https://pbs.twimg.com/card_img/1511421421884485639/--QbJ_Py?format=png&name=small'],https://twitter.com/ONU_France/status/1483064527226912772
160,Joseph ERARDZ,@jemt2253,2022-01-17T10:53:37.000Z,"Joseph ERARDZ
@jemt2253
·
17 Jan","ALERTE – Plus d’1 million de signalements et 36 267 décès susceptibles d’être en rapport avec l’administration de l’injection au 1er janvier 2022: demande de création d’une commission d’enquête sur les effets secondaires des #vaccins contre le covid-19
businessbourse.com
ALERTE - Plus d’1 million de signalements et 36 267 décès susceptibles d’être en rapport avec...
ALERTE - Plus d’1 million de signalements et 36 267 décès susceptibles d’être en rapport avec l’administration de l’injection au 1er janvier 2022: demande de création d’une commission d’enquête sur...",,,,,['https://pbs.twimg.com/card_img/1511415449258450949/DJvfqA1U?format=jpg&name=240x240'],https://twitter.com/jemt2253/status/1483029735869460481
161,Domi Jeannès φ,@DomiBzh,2022-01-17T12:47:00.000Z,"Domi Jeannès φ
@DomiBzh
·
17 Jan","Replying to 
@edwyplenel
 and 
@Mediapart
.
Enquête bien maigre
#Mediapart n'est plus ce qu'il était 
Jamais entendu parler d'effets secondaires graves par #hydroxychloroquine
Qu'en pensent #Estrosi #Muselier qui ont annoncé publiquemt en avoir bénéficié
Quant aux #vaccins, leur légitimité pose quest°
#RaoultGate
.
1
3
7",🧹 🐢 🕊 😜 🤔 ❓,1,3,7,[],https://twitter.com/DomiBzh/status/1483058272978579460
162,Gerard Dupin,@GerardDupin,2022-01-17T20:33:31.000Z,"Gerard Dupin
@GerardDupin
·
17 Jan","Le même qui avait prévenu que le pass sanitaire serait la porte ouverte à un #abonnementvaccinal si on laissait faire  - #MIKEYEADON GRAND SPÉCIALISTE, NOUS A DÉJÀ PRÉVENU A MAINTES REPRISES, IL CONTINUE SON COMBAT https://odysee.com/@WakeUp:d/MIKE-YEADON-GRAND-SPECIALISTE-NOUS-A-DEJA-PREVENU-A-MAINTES-REPRISES-IL-CONTINUE-SON-COMBAT:5… #LBRY via 
@OdyseeTeam
 #vaccins
odysee.com
MIKE YEADON GRAND SPÉCIALISTE, NOUS A DÉJÀ PRÉVENU A MAINTES REPRIS...
Mike Yeadon tente à nouveau de convaincre les plus réticents à écouter attentivement car nous sommes en présence d'une EXTERMINATION DE MASSE, L'UNE DES SOLUTIONS FINALES QUI SE CACHE DERRIÈRE LA...",,,,,[],https://twitter.com/GerardDupin/status/1483175675381039108
163,Flora,@flowv_,2022-01-17T13:10:17.000Z,"Flora
@flowv_
·
17 Jan","@ONE_Fr
 a réalisé cette super vidéo pour expliquer l'importance de la distribution équitable et universelle des #vaccins contre le #COVID19. Regardez pour en savoir plus
youtube.com
L'accès au vaccin contre le COVID-19 doit être équitable et universel
Alors que la course au vaccin contre le COVID-19 bat son plein, la question n'est plus de savoir si ou quand un vaccin sera disponible, mais comment le mettr...
1
1",,,1,1,['https://pbs.twimg.com/card_img/1512769185130164224/q5XRcUhj?format=jpg&name=240x240'],https://twitter.com/flowv_/status/1483064132656152578
164,FredKrug,@13fredykruger,2022-01-17T14:38:21.000Z,"FredKrug
@13fredykruger
·
17 Jan","Replying to 
@RMCinfo
Ouf!Ils ne pourront pas dire que c'est la faute des #NonVaccinés  vu que nous payons nos tests.

#PasseVaccinal #PasseSanitaire #testcovid #Covid #Macron #Veran #Castex #Blanquer #vaccins
1",,,,1,[],https://twitter.com/13fredykruger/status/1483086294989385730
165,Marianne,@Cosette_cause,2022-01-17T15:04:21.000Z,"Marianne
@Cosette_cause
·
17 Jan","Pétition demandant la création d’une commission d’enquête sénatoriale sur les #EffetsSecondaires des #vaccins contre le #Covid_19 !  https://petitions.senat.fr/initiatives/917 via 
@Senat
petitions.senat.fr
Pétition demandant la création d’une commission d’enquête sénatoriale sur les effets secondaires...
EXPOSÉ DES MOTIFS L’épidémie due au covid-19 a provoqué au courant de l’année 2020 une situation considérée comme une urgence sanitaire majeure. Devant ce coronavirus inconnu, dont la première forme...
1",,,,1,[],https://twitter.com/Cosette_cause/status/1483092835347881995
166,Démocratie & Liberté,@Deboutcitoyens,2022-01-17T17:17:11.000Z,"Démocratie & Liberté
@Deboutcitoyens
·
17 Jan","Replying to 
@PaulCassia1
 and 
@Conseil_constit
la réalité c'est tous vaccinés , tous infectés #covid19 #vaccins
1
5",,,1,5,[],https://twitter.com/Deboutcitoyens/status/1483126265871749127
167,Marie-Anne,@AnneArmorika22,2022-01-17T08:43:45.000Z,"Marie-Anne
@AnneArmorika22
·
17 Jan","Replying to 
@ELevyCauseur
 and 
@LaNissarda
Il y a déjà des #vaccins obligatoires . 
Le vaccin anti-#COVID19  ne l'est pas encore
mais la Loi évolue tous les jours...
1
2",,1,,2,[],https://twitter.com/AnneArmorika22/status/1482997055173926915
168,CID,@cid_sj,2022-01-17T07:10:29.000Z,"CID
@cid_sj
·
17 Jan","Comment envoyer les enfants à la vaccination ? En étant les Rois des cons !
#vaccins
1",,,,1,[],https://twitter.com/cid_sj/status/1482973585761263617
169,#OCCITADIA VOTE ÉRIC ZEMMOUR,@Blablablog4669,2022-01-17T23:54:00.000Z,"#OCCITADIA VOTE ÉRIC ZEMMOUR
@Blablablog4669
·
18 Jan","À 
@montcuq_tv
 #Manipulations #COVID19France : les assurances considèrent les morts par injection des #vaccins comme des suicides... Aucunes infos dans : 
@le_Parisien
 @libe
 @Mediapart
  @lemondefr
 @Le_Figaro
 @20Minutes
 @LePoint
 @ladepechedumidi
 @Mediapart
crowdbunker.com
CrowdBunker
Make way for freedom of expression",,,,,['https://pbs.twimg.com/card_img/1511670551391129607/4MK-nZ3h?format=jpg&name=360x360'],https://twitter.com/Blablablog4669/status/1483226126759641090
170,Oxfam-Québec,@OxfamQuebec,2022-01-17T16:06:22.000Z,"Oxfam-Québec
@OxfamQuebec
·
17 Jan","2/2 #DavosAgenda 

Demain, mardi 18 janvier, à 14:30 CET, 
@Gabucher
 participera à un panel: Relever les défis de l'équité en matière de #vaccins (en anglais) 

Toutes les sessions du #DavosAgenda sont disponibles en suivant ce lien:
weforum.org
The Davos Agenda
Nearly two years after the start of global disruptions due to COVID-19, economies, societies and organizations are continuing to grapple with the unpredictable trajectory of the virus.
2",,,,2,['https://pbs.twimg.com/card_img/1509733839446413312/vSqv45WG?format=jpg&name=240x240'],https://twitter.com/OxfamQuebec/status/1483108444399972356
171,Bernadette Tokwaulu,@tokwauluaena2,2022-01-17T10:57:41.000Z,"Bernadette Tokwaulu
@tokwauluaena2
·
17 Jan","#RDC #Rwanda #vaccins #Covid19 
@antonioguterres
 @OMS_Afrique
 Nous compatissons.Vaccin peut pas être obligatoire
@Presidence_RDC
 @LukondeSama
 Nous ne voulons plus réfugiés rwandais sur notre sol. Ça commence com ça après,c'est #balkanisation .Que ces réfugiés partent ailleurs 
VERITASINFO
@veritasinf
 · 16 Jan
Des nouveaux réfugiés rwandais en RDC qui fuient la vaccination forcée de la Covid-19 !
3",😎,,,3,"['https://pbs.twimg.com/profile_images/453273800184823809/GdXKu-l4_mini.jpeg', 'https://pbs.twimg.com/ext_tw_video_thumb/1482629774468169729/pu/img/ocm-xAVbA-4vSXGy.jpg']",https://twitter.com/tokwauluaena2/status/1483030759837519872
172,Gérard Soulié,@GerardSouli,2022-01-17T18:44:41.000Z,"Gérard Soulié
@GerardSouli
·
17 Jan","Replying to 
@DavidGuyon3
 and 
@mozounette
Quand on a tous les #Pass on reçoit un #PassPartout ?

Il se dit, 
mais c'est une rumeur un peu frêle que lorsqu'un #vacciné aura reçu 5 #vaccins, le 6e est gratuit bien sûr mais en plus, le gars aura droit une prime de 100€ qui pourra être retirée dans un bistrot, cinéma, etc !
2
3",,,2,3,[],https://twitter.com/GerardSouli/status/1483148285833535488
173,Journal De La Macronie,@JournalMacronie,2022-01-17T14:01:45.000Z,"Journal De La Macronie
@JournalMacronie
·
17 Jan","Replying to 
@CNEWS
Depuis le 27/12/20 et après l'échec de ces #vaccins, 
@priscathevenot
 incite à reprendre encore et tjs du #vaccin alors qu'#Omicron vient de prouver la fin de vie naturelle du virus. Sans arguments autres que vaccinez vs,ouvrez les fenêtres, ce gvnmnt a vendu la France à #Pfizer.
1
3",,,1,3,[],https://twitter.com/JournalMacronie/status/1483077081504395271
174,Renaissance européenne Seine-Saint-Denis - 93,@RenaissanceUE93,2022-01-18T17:59:28.000Z,"Renaissance européenne Seine-Saint-Denis - 93
@RenaissanceUE93
·
18 Jan"," 53 sites #industriels en #Europe (dont une dizaine en ) se sont mis à produire des #vaccins  

 % de la population adulte de l’UE pleinement #vaccinée !

 Le mécanisme #Covax assure une distribution équitable de #vaccins dans le monde

#Renaissance
#SeineSaintDenis
14
22",🏭 👉 👉,,14,22,"['https://pbs.twimg.com/media/FJZyviqWUAA5ZBC?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FJZyvv7WYAMx7_n?format=jpg&name=360x360']",https://twitter.com/RenaissanceUE93/status/1483499294258827265
175,William Matthias ercier,@Will_M34,2022-01-18T22:28:11.000Z,"William Matthias ercier
@Will_M34
·
18 Jan","6 mars 2021,on avait prévenu les gens. #Vaccins #Covid19
1
8
9",〽,1,8,9,['https://pbs.twimg.com/media/FJawOoWXoAg_FCq?format=jpg&name=small'],https://twitter.com/Will_M34/status/1483566917554212867
176,Tony Matricule N°11344,@AnthonyJouve1,2022-01-18T09:14:12.000Z,"Tony Matricule N°11344
@AnthonyJouve1
·
18 Jan","Les docs qui refusent de déclarer les effets indésirables des #Vaccins, vous êtes comment dire sans être grossier ? 
De sombres merdes !
Ayria 971
@961Ayria
 · 18 Jan
Une Assistante médicale dans le Canton de Vaud en Suisse témoigne des agissements de son médecin...
1
8
19",,1,8,19,"['https://pbs.twimg.com/profile_images/1414635896507355136/vrJTTige_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1483362404616577026/pu/img/Jhx8NoRsu7Xw1nr4.jpg']",https://twitter.com/AnthonyJouve1/status/1483367106120982530
177,FrenchPatriot,@Jul_Taxi,2022-01-18T10:12:16.000Z,"FrenchPatriot
@Jul_Taxi
·
18 Jan","1932 MORTS des pseudos #Vaccins RIEN qu'en  pr un  qui se traite aux Antibiotiques, Ivermectine.. Et combien de centaines de milliers d'effets indésirables, combien de handicaps à vie ? Et tt cela ds le silence ASSOURDISSANT des #Medias aux ordres
https://dailyexpose.uk/2022/01/18/uk-5-times-more-deaths-due-to-covid-vaccines/…
1
4
1",⚜ ✝ ✡ ☪ 🦠,1,4,1,"['https://pbs.twimg.com/media/FJYHy-uXoAQ0jW3?format=jpg&name=small', 'https://pbs.twimg.com/media/FJYHzm1XEAAImfe?format=jpg&name=360x360']",https://twitter.com/Jul_Taxi/status/1483381719227056129
178,maïssdelacolline,@Raslebo75750522,2022-01-18T17:14:57.000Z,"maïssdelacolline
@Raslebo75750522
·
18 Jan","Replying to 
@franceinfo
Ce médecin Espagnol explique que dans  les régions qui n’ont pas appliqué le pass la propagation est moindre que dans celles qui l’ont appliqué !!  #PasseVaccinal #PassSanitaire #Omicron #vaccins #EffetsSecondaires
From 
PruneauMegaburne
14
12",🧹 🧹 🔻 🐢,,14,12,['https://pbs.twimg.com/ext_tw_video_thumb/1482013016824725504/pu/img/jyQqqMhMnQt4DYO-.jpg'],https://twitter.com/Raslebo75750522/status/1483488089859362820
179,JmyLss ن,@JmyLss,2022-01-18T07:45:01.000Z,"JmyLss ن
@JmyLss
·
18 Jan","Jean-Dominique Michel explique comment a été  fabriquée l’acceptation de la #vaccination des enfants dans la société.

#propagande #vaccins #vaccin #NeTouchezPasAuxEnfants #StopVaccination #Manipulations #DictatureSanitaire #StopDictatureSanitaire #StopHysterieSanitaire
1",,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1483344620482404352/pu/img/qjV9YR0njf8eJrZE.jpg'],https://twitter.com/JmyLss/status/1483344662966542343
180,Philippe SOulié,@philippesouli,2022-01-18T16:22:15.000Z,"Philippe SOulié
@philippesouli
·
18 Jan"," « Les #vaccins à ARN n'augmentent pas le risque cardiovasculaire chez les moins de 75 ans » :
lefigaro.fr
Les vaccins à ARN n'augmentent pas le risque cardiovasculaire chez les moins de 75 ans
Les vaccins à ARN messager contre le Covid-19 n'augmentent pas le risque de problèmes cardiovasculaires graves (infarctus, AVC ou embolie pulmonaire)...
1
1",👀 🦠,,1,1,[],https://twitter.com/philippesouli/status/1483474830850670596
181,LeDoc / Dʳ Franck Clarot,@Le___Doc,2022-01-18T17:30:10.000Z,"LeDoc / Dʳ Franck Clarot
@Le___Doc
·
18 Jan","Sécurité des #vaccins à base d’ARNm vis-à-vis du risque d’événements cardiovasculaires graves chez les adultes de moins de 75 ans. Bravo pour cette étude 
@EPIPHARE
 @MahmoudZureik
Mahmoud Zureik
@MahmoudZureik
 · 18 Jan
Une publication de notre équipe ⁦@EPIPHARE⁩ sur vaccins et infarctus, AVC, embolie pulmonaire chez les 18-74 ans.
Pas de surrisque avec les vaccins de Pfizer et Moderna 
Une légère augmentation de risque d’infarctus et d’embolie avec Astra et Janssen https://epi-phare.fr/rapports-detudes-et-publications/vaccins-covid-evenements-cv-18-74ans/…
2
20
69",,2,20,69,['https://pbs.twimg.com/profile_images/1439319775772037122/fzqVjDSh_mini.jpg'],https://twitter.com/Le___Doc/status/1483491918730477568
182,La Voix du Nord,@lavoixdunord,2022-01-18T15:20:40.000Z,"La Voix du Nord
@lavoixdunord
·
18 Jan"," DIRECT #Vaccins : vers un rappel autorisé pour les adolescents vivant avec des personnes fragiles https://lavoixdunord.fr/1128647/article/2022-01-18/direct-covid-19-blanquer-annonce-le-nouveau-protocole-sanitaire-l-ecole-depuis?utm_medium=Social&utm_source=Twitter#Echobox=1642519009…
1",🔴,,1,,['https://pbs.twimg.com/media/FJZOZlEXMAgLcaQ?format=jpg&name=small'],https://twitter.com/lavoixdunord/status/1483459330397646849
183,Jacques HOGARD,@HogardJacques,2022-01-18T09:31:21.000Z,"Jacques HOGARD
@HogardJacques
·
18 Jan","#COVID19 #Vaccins  
Pape François a rencontré secrètement ⁦
@AlbertBourla
⁩ le PDG de #Pfizer avant de rendre la vaccination obligatoire au #Vatican! (Le Courrier des Stratèges).
On attend des explications !⁦
@Pontifex
⁩?? ⁦
@Eglisecatho
⁩?
lecourrierdesstrateges.fr
Le Pape François a rencontré secrètement le PDG de Pfizer avant de rendre la vaccination obligato...
Le Pape François a rencontré deux fois secrètement le PDG de Pfizer, Albert Bourla, en 2021, avant de…
3
8
17",,3,8,17,['https://pbs.twimg.com/card_img/1511320211709964290/6ReZ5Nwg?format=jpg&name=small'],https://twitter.com/HogardJacques/status/1483371420772188163
184,RositaBanana,@LalobaRose,2022-01-18T12:10:41.000Z,"RositaBanana
@LalobaRose
·
18 Jan","Alors qu'un hôpital israélien affirmait qu'une #4emedose des #vaccins #Pfizer ou #Moderna, si elle permettait de multiplier les anticorps, s'avérait ""moins"" efficace pour lutter contre le #Omicron qui n'emmène pas les gens en réa, ce #PDG prévoyait 3 injections contre ce variant
Nice-Matin
@Nice_Matin
 · 18 Jan
Le PDG de Pfizer confirme qu'une dose de vaccin annuelle devrait suffire à contenir la pandémie de Covid https://bit.ly/3nBiMzf
1
8
6",🦔,1,8,6,"['https://pbs.twimg.com/profile_images/1503294321595985920/ALG7qiML_mini.jpg', 'https://pbs.twimg.com/media/FJX5lIGWUAEawE9?format=jpg&name=small']",https://twitter.com/LalobaRose/status/1483411519794819080
185,Candelier,@Marc_Candelier,2022-01-18T18:51:30.000Z,"Candelier
@Marc_Candelier
·
18 Jan","Vaccins : différence entre risque relatif et risque absolu
#covid #vaccins
1
1
2",,1,1,2,['https://pbs.twimg.com/ext_tw_video_thumb/1483511471908827140/pu/img/9vW37EL52bqfyZjG.jpg'],https://twitter.com/Marc_Candelier/status/1483512387512774663
186,Françoise Zannier,@psy_paris,2022-01-18T14:50:32.000Z,"Françoise Zannier
@psy_paris
·
18 Jan","Replying to 
@nicolasberrod
Par quel miracle des #vaccins qui ne réduisent pas la charge virale, réduiraient la #gravité que l'on sait liée aux comorbidités  (âge, poids, cancer, etc.) ? Par contre on sait par ex que des vieillards ""avec"" COVID sont comptabilisés morts ""du"" COVID. Cherchez l'erreur...
4
9",🥺 🤓,,4,9,['https://pbs.twimg.com/media/FJZHaOEXwAArLbW?format=jpg&name=small'],https://twitter.com/psy_paris/status/1483451747507003396
187,ANSM,@ansm,2022-01-18T16:58:00.000Z,"ANSM
@ansm
·
18 Jan","Dans le cadre du dispositif de surveillance renforcée des vaccins contre #Covid19, 
@EPIPHARE
 a conduit une nouvelle étude confirmant la #sécurité des #vaccins à ARNm vis-à-vis du risque d'évènement cardiovasculaire grave chez l'adulte < 75 ans

 d'info : http://ow.ly/FkBL50Hx2J0
10
13
19",➕,10,13,19,['https://pbs.twimg.com/media/FJZkrSZWQAYG6xO?format=jpg&name=small'],https://twitter.com/ansm/status/1483483823790768143
188,Soleil vert protéiné,@Commentaire17,2022-01-18T23:22:26.000Z,"Soleil vert protéiné
@Commentaire17
·
19 Jan","La vérité sort !!
Écoutez attentivement cette déposition très bien articulée (raccourcie en 5 parties) faite à Londres. Il allègue un crime très grave concernant la manipulation du #COVID19 et des #vaccins associés. A voir!
La French ConAction..
@LFCNewsMedia
 · 18 Jan
#UnitedKingdom  The truth is coming OUT !!
Listen carefuly to this very well articulated deposition (shortened into 5 parts) made in London. It is alleging some very serious crime regarding the handling of the #COVID19  & associated #vaccines A MUST WATCH !!

Part1/5
Show this thread
1
1
1",🚛 ⚠,1,1,1,"['https://pbs.twimg.com/profile_images/1423305592932868096/KYgyg10V_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1483389866981347330/pu/img/edKEC810Fcg9EKXH.jpg']",https://twitter.com/Commentaire17/status/1483580573075611649
189,Stefany,@LcrStefany,2022-01-18T19:30:31.000Z,"Stefany
@LcrStefany
·
18 Jan","Allô 
@olivierveran
 @JeanCASTEX
 @Macron
 on attend l'annulation direct des injonctions déguisées aux doses de #Vaccins !
#StopHysterieSanitaire
Alexis Poulin
@Poulin2012
 · 18 Jan
 Agence EU du médicament : ""les régulateurs mondiaux ont convenu que l'administration de plusieurs doses de rappel à de courts intervalles ne serait pas durable à long terme."" Ces boosters peuvent réduire le niveau d'anticorps produits à chaque fois. twitter.com/EMA_News/statu…
6
14",✊ 💛 💛 🔴,,6,14,['https://pbs.twimg.com/profile_images/1110858983357771778/aTqqWLFY_mini.jpg'],https://twitter.com/LcrStefany/status/1483522207561232384
190,🅽🅴🆆🆂🅵🅻🆂🅷 🆃🅵,@newsflash_TF,2022-01-18T00:10:39.000Z,"🅽🅴🆆🆂🅵🅻🆂🅷 🆃🅵
@newsflash_TF
·
18 Jan","Selon de récentes recherches scientifiques menées par l'UMC aux #PaysBas, la politique #2G #passvaccinnal n'a aucun effet sur la réduction des infections #Covid, du fait que les #vaccins contre le virus sont inefficaces après 3 semaines. Les tests sont beaucoup plus efficaces.
1
1",🅰,,1,1,['https://pbs.twimg.com/ext_tw_video_thumb/1483230243322273792/pu/img/2Mk-FATVqzOE8hLD.jpg'],https://twitter.com/newsflash_TF/status/1483230319272673283
191,ʎɐɯǝן oɾ | Follow me,@jochanceux,2022-01-18T19:45:58.000Z,"ʎɐɯǝן oɾ | Follow me
@jochanceux
·
18 Jan","Tour du chapeau  



#vaccins #vaxicode #3edose #rouyn à Piscine Youville
instagram.com
ʎɐɯǝן oɾ (@jochanceux_huskies) • Instagram photo
2
3",🙃 🧢 💉 💉 💉,2,,3,['https://pbs.twimg.com/card_img/1512470973991297024/pPL0LxRD?format=jpg&name=240x240'],https://twitter.com/jochanceux/status/1483526093957177358
192,Temoignages,@temoignages,2022-01-18T15:09:28.000Z,"Temoignages
@temoignages
·
18 Jan","Coronavirus à La Réunion : 31401 nouveaux cas et 27 décès en une semaine #LaReunion #coronavirus #vaccins https://temoignages.re/politique/sante/coronavirus-a-la-reunion-31401-nouveaux-cas-et-27-deces-en-une-semaine…
1",,,1,,['https://pbs.twimg.com/media/FJZL07SXwAIByv4?format=jpg&name=small'],https://twitter.com/temoignages/status/1483456513763074051
193,FrenchPatriot,@Jul_Taxi,2022-01-18T10:22:16.000Z,"FrenchPatriot
@Jul_Taxi
·
18 Jan","La  va jeter des centaines de milliers de #Doses de #Vaccins  #Pfizer et #Moderna st sur le point d’expirer après une forte  des injections. Le 13 Janv seulement 111 849 doses ont été distribuées contre près d’un million le 21 Déc
https://legrandreveil.co/2022/01/17/la-grande-bretagne-va-jeter-des-centaines-de-milliers-de-doses-de-vaccins-car-la-demande-ne-suit-plus/…",⚜ ✝ ✡ ☪ 💉 ↘,,,,['https://pbs.twimg.com/media/FJYKGREXEAAMSOv?format=jpg&name=small'],https://twitter.com/Jul_Taxi/status/1483384235117449220
